title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
FIFA Soccer 10,Wii,Sports,EA Sports,EA Canada,8.3,0.98,0.23,,0.64,0.11,2009-10-20,
Littlest Pet Shop: Winter,DS,Simulation,Electronic Arts,EA Salt Lake,,0.98,0.58,,0.31,0.1,2008-10-14,
Suikoden III,PS2,Role-Playing,Konami,KCET,8.6,0.98,0.29,0.38,0.23,0.08,2002-10-24,
NASCAR 99,N64,Racing,EA Sports,Stormfront Studios,,0.98,0.94,,0.04,0.01,1998-09-11,
Mario Party Advance,GBA,Misc,Nintendo,Hudson Soft,,0.98,0.5,0.28,0.19,0.02,2005-03-28,
Donkey Kong Junior,2600,Platform,Coleco,Nintendo,,0.97,0.9,,0.05,0.01,1983-01-01,
Grand Theft Auto: San Andreas,PC,Action,Rockstar Games,Rockstar North,9.4,0.97,0,,0.93,0.04,2005-06-07,
Medal of Honor: Underground,PS,Shooter,Electronic Arts,DreamWorks Interactive,,0.97,0.54,,0.37,0.06,2000-10-23,
South Park: The Stick of Truth,PS3,Role-Playing,Ubisoft,Obsidian Entertainment,,0.97,0.44,,0.36,0.16,2014-03-04,2018-01-26
Cars,DS,Racing,THQ,Helixe,,0.97,0.85,,0.05,0.07,2006-06-06,
Dirge of Cerberus: Final Fantasy VII,PS2,Shooter,Square Enix,Square Enix,5.8,0.97,0.46,0.51,,,2006-08-15,
NCAA Football 06,XB,Sports,EA Sports,EA Tiburon,,0.97,0.73,,0.21,0.03,2005-07-11,
NHL 2004,PS2,Sports,EA Sports,EA Black Box,,0.97,0.47,,0.37,0.12,2003-09-22,
Madden NFL 08,PS3,Sports,EA Sports,EA Tiburon,,0.97,0.89,,0.01,0.08,2007-08-14,
Brutal Legend,X360,Action,Electronic Arts,Double Fine Productions,8.5,0.97,0.62,,0.26,0.09,2009-10-13,
Band Hero,Wii,Misc,Activision,Vicarious Visions,7.4,0.97,0.59,,0.29,0.09,2009-11-03,
EA Sports UFC 3,PS4,Sports,EA Sports,EA Vancouver,,0.97,0.4,0.01,0.41,0.16,2018-02-02,2018-02-11
Grand Theft Auto: Vice City Stories,PS2,Action,Rockstar Games,Rockstar Leeds,,0.97,0.78,0.03,0.03,0.13,2007-03-05,
FIFA Soccer 2005,XB,Sports,EA Sports,EA Canada,,0.97,0.33,,0.6,0.04,2004-10-12,
Skylanders: Spyro's Adventure,X360,Action,Activision,Toys for Bob,,0.97,0.53,,0.34,0.1,2011-10-16,
LEGO Star Wars II: The Original Trilogy,GC,Action,LucasArts,Traveller's Tales,8.4,0.97,0.75,,0.19,0.03,2006-09-12,
Fire Emblem: The Blazing Blade,GBA,Strategy,Nintendo,Intelligent Systems,8.8,0.97,0.49,0.29,0.18,0.01,2003-11-03,2021-07-23
Sea of Thieves,XOne,Action-Adventure,Microsoft Studios,Rare Ltd.,6.9,0.96,0.6,,0.27,0.09,2018-03-20,2018-09-25
Dance Dance Revolution 2nd ReMIX,PS,Simulation,Konami,KCET,,0.96,,0.9,,0.06,1999-08-26,
LEGO Pirates of the Caribbean: The Video Game,PS3,Action,Disney Interactive Studios,Traveller's Tales,7.4,0.96,0.36,,0.44,0.16,2011-05-10,
NHL 2001,PS2,Sports,EA Sports,EA Canada,,0.96,0.47,,0.37,0.12,2000-10-25,
My Weight Loss Coach,DS,Sports,Ubisoft,Ubisoft Montreal,,0.96,0.3,,0.54,0.11,2008-06-24,
Madden NFL 25,PS4,Sports,EA Sports,EA Tiburon,7.4,0.96,0.64,,0.15,0.17,2013-11-15,2018-01-06
MLB 16: The Show,PS4,Sports,Sony Computer Entertainment America,SCE San Diego Studio,,0.96,0.78,,,0.18,2016-03-29,2018-04-20
South Park: The Stick of Truth,X360,Role-Playing,Ubisoft,Obsidian Entertainment,,0.96,0.6,,0.27,0.09,2014-03-04,2018-01-26
Club Penguin: Game Day!,Wii,Misc,Disney Interactive Studios,Artoon,,0.96,0.55,,0.32,0.09,2010-09-21,
Mass Effect 3,PC,Role-Playing,Electronic Arts,BioWare,,0.96,0.4,,0.45,0.11,2012-03-06,
Sonic & SEGA All-Stars Racing,PS3,Racing,Sega,Sumo Digital,8,0.96,0.36,,0.44,0.16,2010-02-23,
Tom Clancy's Ghost Recon: Future Soldier,PS3,Shooter,Ubisoft,Ubisoft Paris,,0.96,0.41,0.09,0.33,0.13,2012-05-22,
Mortal Kombat Trilogy,N64,Fighting,Midway Games,Point of View Inc.,,0.96,0.72,,0.22,0.02,1996-10-31,
Mortal Kombat: Deadly Alliance,XB,Fighting,Midway Games,Midway,,0.96,0.77,,0.15,0.04,2002-11-20,
Dark Cloud 2,PS2,Role-Playing,Sony Computer Entertainment,Level 5,8.6,0.96,0.38,0.26,0.25,0.07,2003-02-17,
Star Soldier,NES,Shooter,Taxan,Hudson Soft,,0.96,0.32,0.57,0.06,0.01,1988-01-01,
Guitar Hero: Warriors of Rock,Wii,Misc,Activision,Vicarious Visions,7.3,0.96,0.47,,0.41,0.09,2010-09-28,
PilotWings Resort,3DS,Simulation,Nintendo,Monster Games,6.9,0.96,0.4,0.13,0.36,0.07,2011-03-27,
Scooby-Doo! First Frights,Wii,Adventure,Warner Bros. Interactive,Torus Games,,0.96,0.84,,0.04,0.07,2009-09-22,
Gangs of London,PSP,Adventure,Sony Computer Entertainment,SCEE London Studio,5,0.96,0.3,,0.43,0.22,2006-10-03,
Jampack Summer '99,PS,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,,0.96,0.54,,0.36,0.06,1999-06-01,
Shinobi,PS2,Action,Sega,Overworks,,0.96,0.36,0.22,0.28,0.09,2002-11-10,
NCAA Football 2000,PS,Sports,EA Sports,EA Sports,,0.95,0.53,,0.36,0.06,1999-06-30,
Driver: San Francisco,PS3,Racing,Ubisoft,Ubisoft Reflections,8.2,0.95,0.24,0.01,0.53,0.17,2011-09-06,
Wipeout: In The Zone,X360,Misc,Activision,Activision,,0.95,0.87,,,0.08,2011-06-14,
Lost Planet 2,PS3,Shooter,Capcom,Capcom,6.6,0.95,0.29,0.2,0.34,0.12,2010-05-11,
LEGO Harry Potter: Years 5-7,PS3,Action,Warner Bros. Interactive,Traveller's Tales,9,0.95,0.36,,0.45,0.15,2011-11-11,
ESPN NBA 2K5,XB,Sports,Sega,Visual Concepts,,0.95,0.88,,0.04,0.04,2004-09-28,
White Knight Chronicles: International Edition,PS3,Role-Playing,Sony Computer Entertainment,Level 5,6.3,0.95,0.34,0.36,0.16,0.09,2010-02-02,
Mega Man Star Force Dragon / Leo / Pegasus,DS,Role-Playing,Capcom,Capcom,,0.95,0.39,0.53,0,0.03,2007-08-07,
Wild ARMs,PS,Role-Playing,Sony Computer Entertainment,Media.Vision,8.9,0.95,0.26,0.46,0.17,0.06,1997-04-30,
World Championship Poker,PS2,Misc,Crave Entertainment,Coresoft,,0.95,0.8,,0.03,0.13,2004-11-18,
Ben 10: Alien Force,DS,Action,D3 Publisher,1st Playable Productions / OneNine Studios,,0.95,0.65,,0.22,0.09,2008-10-28,
Wheel of Fortune,PS2,Misc,Atari,Atari,,0.95,0.47,,0.36,0.12,2003-11-11,
Skylanders: Trap Team,Wii,Platform,Activision,Toys for Bob,,0.95,0.41,,0.46,0.08,2014-10-05,2018-03-17
Tom Clancy's Splinter Cell: Chaos Theory,PS2,Adventure,Ubisoft,Ubisoft Montreal / Annecy,,0.95,0.36,,0.45,0.14,2005-03-28,
Sonic Unleashed,X360,Platform,Sega,Sonic Team,5.6,0.95,0.54,0,0.32,0.09,2008-11-20,
SpongeBob SquarePants: Battle for Bikini Bottom,GC,Platform,THQ,Heavy Iron Studios,7.3,0.95,0.74,,0.19,0.03,2003-10-31,
Kessen,PS2,Strategy,Electronic Arts,Koei,,0.95,0.27,0.41,0.21,0.07,2000-11-13,
Harvest Moon 3D: A New Beginning,3DS,Simulation,Natsume,Marvelous,8.2,0.95,0.41,0.31,0.18,0.06,2012-11-06,2018-01-07
Lego Batman 3: Beyond Gotham,PS4,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.94,0.37,,0.42,0.16,2014-11-11,2018-12-01
Brothers In Arms: Hell's Highway,PS3,Shooter,Ubisoft,Gearbox Software,6,0.94,0.45,,0.34,0.15,2008-09-23,
Hot Shots Golf Fore!,PS2,Sports,Sony Computer Entertainment,Clap Hanz,,0.94,0.46,,0.36,0.12,2004-08-17,
MLB 06: The Show,PS2,Sports,Sony Computer Entertainment,SCEA San Diego Studios,,0.94,0.78,,0.03,0.13,2006-02-28,
MVP Baseball 2005,XB,Sports,EA Sports,EA Canada,,0.94,0.7,,0.2,0.03,2005-02-22,
Tony Hawk: RIDE,Wii,Sports,Activision,Buzz Monkey Software,4.3,0.94,0.69,,0.17,0.08,2009-11-17,
NBA 2K14,XOne,Sports,2K Sports,Visual Concepts,,0.94,0.72,,0.12,0.09,2013-11-22,2018-01-05
NCAA Football 10,X360,Sports,EA Sports,EA Tiburon,8.1,0.94,0.87,,,0.07,2009-07-14,
MLB 2000,PS,Sports,Sony Computer Entertainment,989 Sports,,0.94,0.52,,0.35,0.06,1999-02-28,
The Sims 2,DS,Simulation,Electronic Arts,Maxis,,0.94,0.81,,0.05,0.07,2005-10-24,
EA Sports Active 2,PS3,Sports,Electronic Arts,EA Vancouver,8,0.94,0.54,,0.27,0.12,2010-11-16,
Colin McRae Rally 04,PS2,Racing,Codemasters,Codemasters,,0.94,0.01,0.01,0.71,0.21,2003-09-19,
SaGa Frontier 2,PS,Role-Playing,Square EA,SquareSoft,7.4,0.94,0.1,0.71,0.07,0.06,2000-01-31,
WWE SmackDown vs. Raw 2009,PS3,Fighting,THQ,Yuke's Media Creations,,0.94,0.51,0.01,0.3,0.12,2008-11-09,
Midway Presents Arcade's Greatest Hits: The Atari Collection 1,PS,Misc,Midway Games,Digital Eclipse,,0.94,0.52,,0.36,0.06,1996-12-31,
Destroy All Humans!,PS2,Adventure,THQ,Pandemic Studios,,0.94,0.78,,0.03,0.13,2005-06-21,
The SpongeBob SquarePants Movie,GC,Platform,THQ,Heavy Iron Studios,6.6,0.94,0.73,,0.19,0.03,2004-10-27,
Prince of Persia: The Sands of Time,XB,Adventure,Ubisoft,Ubisoft Montreal,9,0.94,0.57,,0.33,0.04,2003-11-12,
Castlevania: Lament of Innocence,PS2,Action,Konami,Konami Computer Entertainment Tokyo,8.1,0.94,0.46,,0.36,0.12,2003-10-21,
Brutal Legend,PS3,Action,Electronic Arts,Double Fine Productions,7.9,0.94,0.54,,0.27,0.13,2009-10-13,
Skylanders: Spyro's Adventure,PS3,Action,Activision,Toys for Bob,8,0.94,0.39,,0.4,0.15,2011-10-16,
Borderlands 2,PC,Shooter,2K Games,Gearbox Software,,0.94,0.43,,0.42,0.09,2012-09-18,2019-03-28
Lego Batman 3: Beyond Gotham,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.94,0.48,,0.37,0.08,2014-11-11,2018-12-01
NCAA Football 11,X360,Sports,EA Sports,EA Tiburon,8.5,0.93,0.86,,,0.06,2010-07-13,
Toy Story 2: Buzz Lightyear to the Rescue!,N64,Platform,Activision,Traveller's Tales,,0.93,0.71,,0.2,0.01,1999-11-17,
Mega Man 4,NES,Platform,Capcom,Capcom,,0.93,0.51,0.32,0.09,0.01,1992-01-01,
Build-A-Bear Workshop,DS,Simulation,Game Factory,Neko Entertainment,,0.93,0.85,,0.01,0.07,2007-11-05,
NCAA Football 13,PS3,Sports,EA Sports,EA Tiburon,7.1,0.93,0.82,,,0.11,2012-07-10,2018-02-06
Jak and Daxter Collection,PS3,Platform,Sony Computer Entertainment,Naughty Dog,,0.93,0.6,,0.18,0.15,2012-02-07,
Fallout 76,XOne,Role-Playing,Bethesda Softworks,Bethesda Game Studios,5.1,0.93,0.59,,0.26,0.09,2018-11-14,2018-11-02
Cars,GC,Racing,THQ,Rainbow Studios,7.6,0.93,0.72,,0.19,0.03,2006-06-06,
Monster High: Ghoul Spirit,DS,Adventure,THQ,THQ,,0.93,0.69,,0.16,0.07,2011-10-25,
Monster Trucks / Quad Desert Fury Double Value!,GBA,Racing,Majesco,Skyworks Technologies,,0.93,0.67,,0.25,0.02,2005-04-25,
SnoCross Championship Racing,PS,Racing,Crave Entertainment,UDS,,0.93,0.52,,0.35,0.06,2000-08-22,
LEGO The Lord of the Rings,Wii,Misc,Warner Bros. Interactive Entertainment,Unknown,,0.93,0.48,,0.37,0.08,2012-11-13,
Monster Hunter: World,XOne,Action,Capcom,Capcom,9.4,0.93,0.67,,0.17,0.09,2018-01-26,2018-01-30
NHL 2003,PS2,Sports,EA Sports,EA Canada,,0.93,0.46,,0.36,0.12,2002-09-30,
Operation Flashpoint: Dragon Rising,X360,Shooter,Codemasters,Codemasters,7.4,0.93,0.36,0.02,0.45,0.1,2009-10-06,
Spider-Man,2600,Action,Parker Bros.,Parker Bros.,,0.93,0.87,,0.05,0.01,1982-01-01,
Teenage Mutant Ninja Turtles,GBA,Action,Konami,Konami,,0.93,0.67,,0.25,0.02,2003-10-31,
SingStar Abba,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,,0.93,0.27,,0.51,0.16,2008-12-02,
Castlevania II: Simon's Quest,NES,Platform,Konami,Konami,,0.93,0.45,0.42,0.06,,1988-11-01,
Tony Hawk's Pro Skater 4,XB,Sports,Activision,Neversoft Entertainment,,0.93,0.59,,0.3,0.04,2002-10-23,
MLB 12: The Show,PS3,Sports,Sony Computer Entertainment America,SCE San Diego Studio,,0.93,0.86,,,0.07,2012-03-06,
Phoenix Wright: Ace Attorney,DS,Adventure,Capcom,Capcom,8.1,0.93,0.44,0.39,0.05,0.05,2005-10-12,
MLB 07: The Show,PS2,Sports,Sony Computer Entertainment,SCE San Diego Studio,,0.93,0.77,,0.03,0.13,2007-02-26,2018-12-04
FIFA Street (2012),X360,Sports,EA Sports,EA Canada,,0.93,0.21,,0.63,0.1,2012-03-13,2018-01-31
Kingdom Hearts Re:coded,DS,Role-Playing,Square Enix,High Horse Entertainment,6.8,0.93,0.53,0.27,0.09,0.05,2011-01-11,
Bayonetta,X360,Action,Sega,PlatinumGames,8.9,0.93,0.51,0.09,0.25,0.08,2010-01-05,
2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,GBA,Misc,THQ,Vicarious Visions,,0.93,0.67,,0.25,0.02,2005-06-08,
Guitar Hero: Metallica,Wii,Misc,Activision,BudCat Creations,8.9,0.93,0.4,,0.43,0.1,2009-03-29,
Xenoblade Chronicles,Wii,Role-Playing,Nintendo,Monolith Soft,9.3,0.92,0.43,0.16,0.25,0.07,2012-04-06,
BUZZ! Quiz World,PS3,Misc,Sony Computer Entertainment,Magenta Software,7.8,0.92,0.16,,0.58,0.18,2009-11-10,
Blue Dragon,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.21,0.33,0.08,2007-08-28,
NHL 98,PS,Sports,EA Sports,EA Canada,,0.92,0.51,,0.35,0.06,1997-08-31,
Killzone: Mercenary,PSV,Misc,Sony Computer Entertainment America,Guerrilla Games,7.4,0.92,0.2,0.04,0.47,0.2,2013-09-10,2018-01-03
Cars,Wii,Racing,THQ,Rainbow Studios,,0.92,0.83,,0.03,0.07,2006-11-16,
Starsky & Hutch,PS2,Racing,Gotham Games,Minds-Eye Productions,6,0.92,0.45,,0.35,0.12,2003-09-09,
Balloon Fight,NES,Platform,Nintendo,Nintendo R&D1,,0.92,0.39,0.43,0.09,0.01,1986-06-01,
Top Gun: Combat Zones,PS2,Simulation,Titus,Digital Integration,,0.92,0.45,,0.35,0.12,2001-10-21,
Far Cry 3,PC,Shooter,Ubisoft,Ubisoft Montreal,,0.92,0.22,,0.64,0.06,2012-12-04,
Nickelodeon Fit,Wii,Sports,2K Play,High Voltage Software,,0.92,0.76,,0.09,0.07,2010-11-08,
Dante's Inferno,X360,Action,Electronic Arts,Visceral Games,7,0.92,0.63,0.02,0.2,0.08,2010-02-09,
Teenage Mutant Ninja Turtles,PS2,Action,Konami,Konami,,0.92,0.45,,0.35,0.12,2003-10-21,
Space Jam,PS,Sports,Acclaim Entertainment,Sculptured Software,,0.92,0.51,,0.35,0.06,1996-10-31,
Sonic Riders,GC,Racing,Sega,Sonic Team,,0.92,0.71,,0.18,0.03,2006-02-21,
Tobal No.1,PS,Fighting,Sony Computer Entertainment,DreamFactory,7.7,0.92,0.12,0.66,0.08,0.06,1996-09-30,
WWE SmackDown vs. Raw 2009,X360,Fighting,THQ,Yuke's Media Creations,7.8,0.92,0.58,,0.26,0.08,2008-11-09,
NCAA Football 14,PS3,Sports,EA Sports,EA Tiburon,7.7,0.92,0.75,,,0.17,2013-07-09,2018-01-31
Kung Fu Panda,Wii,Platform,Activision,XPEC,,0.92,0.5,,0.32,0.09,2008-06-03,
Knockout Kings 2000,N64,Fighting,EA Sports,Black Ops Entertainment,,0.92,0.63,,0.27,0.02,1999-10-03,
Crysis 3,X360,Shooter,Electronic Arts,Crytek,7.6,0.92,0.51,0.01,0.32,0.08,2013-02-19,2018-02-07
SSX,PS3,Sports,EA Sports,EA Canada,,0.92,0.35,0.02,0.42,0.13,2012-02-28,
SpongeBob SquarePants: The Yellow Avenger,PSP,Action,THQ,Tantalus Interactive,5.7,0.92,0.55,,0.21,0.16,2006-03-06,
EA Sports Grand Slam Tennis,Wii,Sports,EA Sports,EA Vancouver,7.9,0.92,0.28,0.02,0.51,0.11,2009-06-08,
007: The World is not Enough,PS,Shooter,Electronic Arts,Black Ops Entertainment,6.4,0.92,0.51,,0.35,0.06,2000-11-06,
Overwatch,PC,Shooter,Blizzard Entertainment,Blizzard Entertainment,9.5,0.92,0.37,,0.48,0.07,2016-05-24,2018-03-24
AMF Bowling Pinbusters!,Wii,Sports,Mud Duck Productions,Atomic Planet Entertainment,,0.91,0.84,,0,0.07,2007-11-20,
Operation Flashpoint: Dragon Rising,PS3,Shooter,Codemasters,Codemasters,7.3,0.91,0.23,0.05,0.46,0.17,2009-10-06,
Street Hoops,PS2,Sports,Activision,Black Ops Entertainment,,0.91,0.45,,0.35,0.12,2002-08-12,
Namco Museum,XB,Misc,Namco,Mass Media,,0.91,0.77,,0.11,0.04,2002-10-09,
LEGO Pirates of the Caribbean: The Video Game,DS,Action,Disney Interactive Studios,Traveller's Tales,6.8,0.91,0.34,,0.47,0.1,2011-05-10,
Dynasty Warriors 7,PS3,Action,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.46,0.14,0.06,2011-03-29,
Sonic Riders: Zero Gravity,Wii,Racing,Sega,Sonic Team,5.8,0.91,0.48,0.02,0.32,0.09,2008-01-08,
Colin McRae Rally 2.0,PS,Racing,Codemasters,Codemasters,8.3,0.91,0.02,0.02,0.8,0.07,2000-12-05,
Glover,N64,Platform,Hasbro Interactive,Interactive Studios Ltd.,,0.91,0.72,,0.17,0.01,1998-10-31,
Skylanders: Trap Team,X360,Platform,Activision,Toys for Bob,,0.91,0.55,,0.27,0.08,2014-10-05,2018-03-17
Tom Clancy's EndWar,X360,Strategy,Ubisoft,Ubisoft Shanghai,8,0.91,0.58,0.01,0.24,0.09,2008-11-04,
Tokyo Xtreme Racer 3,PS2,Racing,Crave Entertainment,Genki,,0.91,0.35,0.21,0.27,0.09,2003-11-18,
Super Momotarou Dentetsu III,SNES,Simulation,Hudson Soft,Hudson Soft,,0.91,,0.91,,0,1994-12-09,
Assassin's Creed,PC,Adventure,Ubisoft,Ubisoft Montreal,7.6,0.91,0.01,,0.84,0.06,2008-04-08,2018-11-23
Sonic Mega Collection Plus,XB,Misc,Sega,Sonic Team,,0.91,0.61,,0.26,0.04,2004-11-02,
Crysis 3,PS3,Shooter,Electronic Arts,Crytek,8.2,0.91,0.26,0.03,0.48,0.14,2013-02-19,2018-03-13
Mx vs. ATV Reflex,PS3,Racing,THQ,Rainbow Studios,,0.91,0.52,,0.26,0.13,2009-12-01,
Knockout Kings 2002,PS2,Sports,EA Sports,BlackÂ OpsÂ Entertainment,,0.91,0.45,,0.35,0.12,2002-03-04,
SOCOM 4: U.S. Navy SEALs,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,7,0.9,0.66,0.04,0.12,0.09,2011-04-19,
Marvel: Ultimate Alliance 2,X360,Role-Playing,Activision,Vicarious Visions,7.4,0.9,0.68,,0.15,0.08,2009-09-15,
Final Fantasy X / X-2 HD Remaster,PS4,Role-Playing,Square Enix,Square Enix,9.3,0.9,0.34,0.07,0.36,0.14,2015-05-12,2019-03-22
The Witcher 2: Assassins of Kings,X360,Role-Playing,Warner Bros. Interactive,CD Projekt Red Studio,,0.9,0.48,0.02,0.33,0.08,2012-04-17,
Tiger Woods PGA Tour 2002,PS2,Sports,EA Sports,EA Sports,,0.9,0.44,,0.35,0.12,2002-02-24,
Lost Odyssey,X360,Role-Playing,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.11,0.26,0.08,2008-02-12,
X-Men Legends,XB,Role-Playing,Activision,Raven Software,8.2,0.9,0.62,,0.24,0.04,2004-09-21,
Homefront,PS3,Shooter,THQ,Kaos Studios,6.6,0.9,0.32,0.04,0.4,0.15,2011-03-15,
The Biggest Loser: Ultimate Workout,X360,Sports,THQ,Blitz Games,8,0.9,0.73,,0.1,0.07,2010-11-02,
James Cameron's Avatar: The Game,PS3,Action,Ubisoft,Ubisoft Montreal,5.8,0.9,0.32,,0.43,0.15,2009-12-01,
Sonic Heroes,XB,Platform,Sega,Sonic Team,,0.9,0.41,0.01,0.43,0.05,2004-01-27,
LEGO Indiana Jones 2: The Adventure Continues,PS3,Adventure,LucasArts,Traveller's Tales,,0.9,0.47,,0.3,0.13,2009-11-17,
Resistance: Retribution,PSP,Shooter,Sony Computer Entertainment,SCEA Bend Studio,8,0.9,0.27,0.05,0.36,0.22,2009-03-17,
Far Cry 4,X360,Shooter,Ubisoft,Ubisoft Montreal,,0.9,0.45,,0.37,0.08,2014-11-18,2018-01-23
Burnout Revenge,PS2,Racing,Electronic Arts,Criterion Games,9,0.9,0.75,,0.03,0.12,2005-09-13,
3Xtreme,PS,Action,989 Studios,Unknown,2.9,0.9,0.5,,0.34,0.06,1999-03-31,
Spider-Man 3,PS2,Platform,Activision,Vicarious Visions,4.4,0.9,0.74,0.01,0.03,0.12,2007-05-04,
Cars 2,Wii,Racing,Disney Interactive Studios,Avalanche Software,8,0.9,0.43,,0.38,0.1,2011-06-21,
James Bond 007: Agent Under Fire,XB,Shooter,Electronic Arts,EA Redwood Shores,,0.9,0.65,,0.22,0.03,2002-03-26,
Buzz! Master Quiz,PSP,Misc,Sony Computer Entertainment,Relentless Software,7,0.9,0.22,,0.44,0.24,2008-09-23,
DJ Hero,PS3,Misc,Activision,FreeStyleGames,8.5,0.9,0.42,,0.34,0.15,2009-10-27,
Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,Racing,ASCII Entertainment,KID Corporation,,0.9,,0.9,,,1996-12-20,
Killzone: Liberation,PSP,Shooter,Sony Computer Entertainment,Guerrilla Games,7.8,0.9,0.44,,0.28,0.19,2006-10-31,
Harry Potter: Quidditch World Cup,PS2,Sports,Electronic Arts,Electronic Arts,,0.9,0.44,,0.34,0.11,2003-10-28,
NBA Live 2005,XB,Sports,EA Sports,EA Canada,,0.9,0.81,,0.05,0.04,2004-09-28,
Madden NFL 99,N64,Sports,EA Sports,EA Tiburon,,0.9,0.84,,0.05,0.01,1998-09-01,
Hot Shots Tennis,PS2,Sports,Sony Computer Entertainment,Clap Hanz,,0.9,0.17,0.55,0.13,0.05,2007-07-17,
MLB 2005,PS2,Sports,Sony Computer Entertainment,989 Sports,,0.9,0.44,,0.35,0.12,2004-03-16,
TouchMaster 2,DS,Puzzle,Midway Games,Midway Studios San Diego,,0.89,0.3,,0.49,0.1,2008-10-21,
God of War Saga,PS3,Action,Sony Computer Entertainment,SCEA Santa Monica Studio,,0.89,0.74,,,0.15,2012-08-28,2018-12-03
Finding Nemo,GC,Action,THQ,Traveller's Tales,,0.89,0.69,,0.18,0.02,2003-05-12,
Resident Evil: Revelations,3DS,Action,Capcom,Capcom,7.8,0.89,0.3,0.3,0.23,0.05,2012-02-07,
The Tomb Raider Trilogy,PS3,Action,Square Enix,Crystal Dynamics,8.5,0.89,0.27,,0.48,0.14,2011-03-22,
Fortnite,PS4,Action,Gearbox Software,Epic Games,,0.89,0.42,,0.32,0.15,2017-07-21,2018-06-19
Blitz: The League,PS2,Sports,Midway Games,Midway Games,7.8,0.89,0.74,,0.03,0.12,2005-10-17,
PokÃ©mon Card GB2: GRdan Sanjou,GB,Strategy,Nintendo,Hudson Soft,,0.89,,0.89,,,2001-03-28,
Pure,PS3,Racing,Disney Interactive Studios,Black Rock Studio,7,0.89,0.42,0,0.33,0.14,2008-09-16,
NFL 2K2,PS2,Sports,Sega,Visual Concepts,,0.89,0.44,,0.34,0.11,2001-11-19,
FIFA Soccer 09 All-Play,Wii,Sports,Electronic Arts,EA Canada,,0.89,0.28,0,0.52,0.09,2008-10-28,
MLB 2001,PS,Sports,Sony Computer Entertainment,989 Sports,,0.89,0.49,,0.34,0.06,2000-02-29,
CSI: Hard Evidence,Wii,Adventure,Ubisoft,Telltale Games,,0.89,0.36,,0.43,0.1,2008-01-15,
Samba De Amigo,Wii,Misc,Sega,Gearbox Software,6.7,0.89,0.41,0.01,0.37,0.09,2008-09-23,
SingStar Anthems,PS2,Misc,Sony Computer Entertainment,SCEE London Studio,,0.89,,,0.68,0.2,2006-08-04,
Minecraft: Story Mode,PS3,Adventure,Mojang,Telltale Games,,0.89,0.32,,0.43,0.15,2015-10-27,2018-01-13
Classic NES Series: The Legend of Zelda,GBA,Adventure,Nintendo,Nintendo,,0.89,0.46,0.24,0.17,0.02,2004-06-02,
Tiger Woods PGA Tour 12: The Masters,PS3,Sports,EA Sports,EA Tiburon,,0.89,0.52,,0.25,0.11,2011-03-29,
Rhythm Heaven Fever,Wii,Music,Nintendo,Nintendo / TNX,,0.89,0.11,0.77,,0.01,2012-02-13,2018-05-31
Tiger Woods PGA Tour 06,PS2,Sports,EA Sports,EA Sports,,0.89,0.74,,0.03,0.12,2005-09-20,
Call of Duty: World at War,DS,Shooter,Activision,n-Space,7.4,0.89,0.56,,0.25,0.08,2008-11-10,
Fire Emblem: The Sacred Stones,GBA,Strategy,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.3,0.16,0.02,2005-05-23,
Injustice 2,XOne,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,0.89,0.65,,0.16,0.09,2017-05-16,2018-01-06
Dissidia 012: Duodecim Final Fantasy,PSP,Fighting,Square Enix,Square Enix,8.3,0.89,0.21,0.46,0.13,0.09,2011-03-22,
Madagascar,GBA,Platform,Activision,Vicarious Visions,5.5,0.89,0.62,,0.24,0.03,2005-05-23,
The Simpsons Game,PS3,Platform,Electronic Arts,EA Redwood Shores,7.5,0.89,0.38,,0.36,0.14,2007-10-30,
Ni no Kuni II: Revenant Kingdom,PS4,Role-Playing,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.12,0.31,0.13,2018-03-23,2018-02-28
Fossil Fighters,DS,Role-Playing,Nintendo,RED Entertainment,6.9,0.89,0.83,,,0.06,2009-08-10,
Seiken Densetsu 3,SNES,Role-Playing,Square,SquareSoft,,0.89,,0.89,,0,1995-09-30,
Assassin's Creed III,PC,Action-Adventure,Ubisoft,Ubisoft Montreal,8.6,0.89,0.28,,0.54,0.07,2012-11-20,2018-04-12
ESPN NHL 2K5,PS2,Sports,Sega,Kush Games,,0.88,0.43,,0.33,0.11,2004-08-30,
Star Wars: The Force Unleashed,DS,Action,LucasArts,n-Space,,0.88,0.5,0,0.29,0.09,2008-09-16,
